date,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1755903900000,3.1491,3.1554,3.1491,3.1504,286,1755904199999,907.23049835,7,152,482.48852298,0
1755904200000,3.1501,3.1501,3.1465,3.1465,7,1755904499999,22.23210639,7,0,0,0
1755904500000,3.1465,3.1465,3.1465,3.1465,0,1755904799999,0,0,0,0,0
1755904800000,3.1465,3.1465,3.1465,3.1465,0,1755905099999,0,0,0,0,0
1755905100000,3.1465,3.1465,3.1465,3.1465,0,1755905399999,0,0,0,0,0
1755905400000,3.1465,3.1465,3.1465,3.1465,0,1755905699999,0,0,0,0,0
1755905700000,3.1465,3.1465,3.1465,3.1465,0,1755905999999,0,0,0,0,0
1755906000000,3.1465,3.1465,3.1465,3.1465,0,1755906299999,0,0,0,0,0
1755906300000,3.1465,3.1465,3.1465,3.1465,0,1755906599999,0,0,0,0,0
1755906600000,3.1465,3.1465,3.1465,3.1465,0,1755906899999,0,0,0,0,0
1755906900000,3.1465,3.1465,3.1465,3.1465,0,1755907199999,0,0,0,0,0
